"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,1556.88,"B","Break"
"PRT","Portugal","GROUND","Fresh ground water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,2567.6,,
"PRT","Portugal","GROUND","Fresh ground water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,1506.89,"E","Estimated value"
"PRT","Portugal","GROUND","Fresh ground water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,1535.25,"B","Break"
"PRT","Portugal","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,285,,
"PRT","Portugal","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,75.07,"B","Break"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,1484,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,2232,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,2116,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,1386,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,1171.5,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,906.90002,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,600.70001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,593.09998,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,665.29999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,637.40002,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,559.29999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,573.59998,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,555.29999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,578.59998,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,573.09998,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1970","1970","M3","Cubic metres","6","Millions",,,289,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,502,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,644,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,531,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,423.39999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,342.70001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,308.89999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,302.39999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,305.79999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,294.89999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,285.10001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,288.70001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,286.20001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,293.5,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,292.5,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1970","1970","M3","Cubic metres","6","Millions",,,121,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,37,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,321,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,96,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,91.3,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,23.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,17.5,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,23.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,30.7,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,25.8,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,22.9,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,30.5,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,20.8,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,31.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2018","2018","M3","Cubic metres","6","Millions",,,25.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1970","1970","M3","Cubic metres","6","Millions",,,73,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,266.39999,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,76.8,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,77.2,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,13.9,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,7,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,11.9,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,21.1,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,16.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,13.7,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,21.6,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,11.5,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,22.4,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2018","2018","M3","Cubic metres","6","Millions",,,16.2,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1970","1970","M3","Cubic metres","6","Millions",,,691,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,118,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,1132,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,739,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,623.20001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,504,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,254,"E","Estimated value"
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,247.8,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,310.20001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,158,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,153.60001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,155.60001,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,153.8,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,157.2,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,165.89999,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1970","1970","M3CAP","Cubic metres per capita","0","Units",,,326.9557,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1980","1980","M3CAP","Cubic metres per capita","0","Units",,,446.692,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,400.1169,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,257.8379,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,216.9762,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,167.9767,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,111.1524,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,109.6519,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,122.8649,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,117.5641,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,103.0245,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,105.5263,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,102.0396,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,106.2061,,
"SVK","Slovak Republic","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2018","2018","M3CAP","Cubic metres per capita","0","Units",,,105.0978,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,1072,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,1575,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,1388,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,808,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,723.1,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,532.6,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,259.5,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,258.7,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,326.4,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,308.2,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,238,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,247.8,,
